epoch,accuracy,loss,val_accuracy,val_loss
0,0.9759202599525452,0.05818824842572212,0.6858789920806885,1.573828101158142
1,0.9781345129013062,0.05491862818598747,0.6714697480201721,1.5993307828903198
2,0.9784113168716431,0.05361286923289299,0.6657060384750366,1.609790325164795
3,0.9792416095733643,0.05169679969549179,0.680115282535553,1.6345953941345215
4,0.9811790585517883,0.04708581045269966,0.6714697480201721,1.6679495573043823
5,0.9797951579093933,0.04589593783020973,0.6541786789894104,1.7331790924072266
6,0.9784113168716431,0.05076678469777107,0.680115282535553,1.6660513877868652
7,0.9778577089309692,0.04953813552856445,0.6628242135047913,1.698426365852356
8,0.9784113168716431,0.049366530030965805,0.6772334575653076,1.691407322883606
9,0.9792416095733643,0.04648900032043457,0.6628242135047913,1.7536602020263672
10,0.9792416095733643,0.04622640088200569,0.6340057849884033,1.8023329973220825
11,0.9786880612373352,0.04709143564105034,0.6685879230499268,1.723526954650879
12,0.9781345129013062,0.04474460333585739,0.6599423885345459,1.7656476497650146
13,0.9795184135437012,0.0458422489464283,0.6772334575653076,1.7271106243133545
14,0.9789648652076721,0.045005157589912415,0.6599423885345459,1.7772860527038574
15,0.976473867893219,0.046075332909822464,0.6772334575653076,1.743377447128296
16,0.9800719618797302,0.04251514747738838,0.6772334575653076,1.746749997138977
17,0.9806255102157593,0.040889520198106766,0.6628242135047913,1.7916970252990723
18,0.9767506122589111,0.043644603341817856,0.6657060384750366,1.8147231340408325
19,0.9781345129013062,0.04223616048693657,0.6829971075057983,1.7595269680023193
20,0.9775809645652771,0.04021788015961647,0.6829971075057983,1.7647489309310913
21,0.9800719618797302,0.03812619671225548,0.6714697480201721,1.7625340223312378
22,0.9778577089309692,0.03790268301963806,0.6685879230499268,1.8231507539749146
23,0.9806255102157593,0.036322809755802155,0.680115282535553,1.7924185991287231
24,0.9786880612373352,0.03866736963391304,0.6570605039596558,1.8484374284744263
